,ArticleId,Text,Category
535,ML_other_1\PMC7370690,varicella zoster virus  vzv  is a human   herpesvirus which cause primary varicella infection  chicken pox  or herpes zoster infection  shingles  after reactivation of the dormant virus  vzv infection is usually self limited but disseminated infection can be seen in immunocompromised individuals  it can also get complicated by central nervous system  cns  involvement  we describe a case of a 51 year old male with human immunodeficiency virus  hiv  who presented with altered mental status and deficits in his right sided cranial nerves of vi  vii  and viii  the patient also had disseminated vesicular pustular rash all over his body at different stages of healing  a diagnosis of disseminated vzv infection complicated by encephalitis and ramsay hunt syndrome was made and the patient was treated with intravenous acyclovir and oral prednisone with a rapid improvement  the coexistence of these conditions is rare  the purpose of this report is to increase awareness of the coexistence of these two conditions in hiv infected patients,False
536,ML_other_1\PMC7375326,this paper investigates the exact traveling wave solutions of the fractional model of the human immunodeficiency virus  hiv 1  infection for cd4,False
537,ML_other_1\PMC7375594,hiv cerebrospinal fluid  csf  escape is defined by a concentration of hiv 1 rna in csf above the lower limit of quantification of the employed assay and equal to or greater than the plasma hiv 1 rna level in the presence of treatment related plasma viral suppression  while csf discordance is similarly defined by equal or higher csf than plasma hiv 1 rna in untreated individuals  during secondary csf escape or discordance  disproportionate csf hiv 1 rna develops in relation to another infection in addition to hiv 1  we performed a retrospective review of people living with hiv receiving clinical care at sahlgrenska infectious diseases clinic in gothenburg  sweden who developed uncomplicated herpes zoster  hz  and underwent a research lumbar puncture  lp  within the ensuing 150 days  based on treatment status and the relationship between csf and plasma hiv 1 rna concentrations  they were divided into 4 groups,False
538,ML_other_1\PMC7376101,the human immunodeficiency virus  hiv  remains a leading cause of maternal morbidity and mortality in sub saharan africa  prevention of mother to child transmission  pmtct  has proven an effective strategy to end paediatric infections and ensure hiv infected mothers access treatment  based on cross sectional data collected from june 2008 to may 2013  we assessed changes in hiv prevalence  risk factors for hiv  provision of pmtct antiretroviral treatment  art   and the association between hiv infection  birth outcomes and maternal characteristics at the sim o mendes national hospital  guinea bissau s largest maternity ward  among 24 107 women  the hiv prevalence was 3 3  for hiv 1  0 8  for hiv 2 and 0 9  for hiv 1 2  a significant decline in hiv 1  hiv 2  and hiv 1 2 prevalence was observed over time  hiv infection was associated with age and ethnicity  a total of 85  of hiv infected women received art as part of pmtct  yet overall treatment coverage during labour and delivery declined significantly for both mothers and infants  twenty two percent of infants did not receive treatment  and 67  of hiv 2 infected mothers and 77  of their infants received ineffective non nucleoside reverse transcriptase inhibitors for pmtct  maternal hiv was associated with low birth weight but not stillbirth  inadequate continuity of care and art coverage present challenges to optimal pmtct in guinea bissau,False
539,ML_other_1\PMC7376523,people living with hiv  plwh  and substance use disorder  sud  are particularly vulnerable to harmful health consequences of the global covid 19 pandemic  the health and social consequences of the pandemic may exacerbate substance misuse and poor management of hiv among this population  this study compares substance use and hiv care before and during the pandemic using data collected weekly through an opioid relapse prevention and hiv management mobile health intervention  we found that during the pandemic  plwh and sud have increased illicit substance use and contact with other substance using individuals and decreased their confidence to stay sober and attend recovery meetings  the proportion of people missing their hiv medications also increased  and confidence to attend hiv follow up appointments decreased  optimal support for plwh and sud is critical during pandemics like covid 19  as drug related and hiv antiretroviral therapy  art  non adherence risks such as overdose  unsafe sexual behaviors  and transmission of infectious diseases may unfold,False
540,ML_other_1\PMC7378391,hiv 1 infection induces b cell defects  not fully recovered upon antiretroviral therapy  art   acute infection and the early start of art provide unique settings to address the impact of hiv on the b cell compartment  we took advantage of a cohort of 21 seroconverters  grouped according to the presence of severe manifestations likely mediated by antibodies or immune complexes  such as guillain barr  syndrome and autoimmune thrombocytopenic purpura  with a follow up of 8 weeks upon effective art  we combined b and t cell phenotyping with serum immunoglobulin level measurement and quantification of sj krecs and  b to estimate bone marrow output and peripheral proliferative history of b cells  respectively  we observed marked b cell disturbances  notably a significant expansion of cells expressing low levels of cd21  in parallel with markers of both impaired bone marrow output and increased peripheral b cell proliferation  this b cell dysregulation is likely to contribute to the severe immune mediated conditions  as attested by the higher serum igg and the reduced levels of sj krecs with increased  b in these individuals as compared to those patients with mild disease  nevertheless  upon starting art  the dynamic of b cell recovery was not distinct in the two groups  featuring both persistent alterations by week 8  overall  we showed for the first time that acute hiv 1 infection is associated with decreased bone marrow b cell output assessed by sj krecs  our study emphasizes the need to intervene in both bone marrow and peripheral responses to facilitate b cell recovery during acute hiv 1 infection,False
541,ML_other_1\PMC7379371,understanding affinity maturation of antibodies that can target many variants of hiv 1 is important for vaccine development  while the antigen binding site of antibodies is known to mutate throughout the co evolution of antibodies and viruses in infected individuals  the roles of the mutations in the antibody framework region are not well understood  throughout affinity maturation  the ch103 broadly neutralizing antibody lineage  from an individual designated ch505  altered the orientation of one of its antibody variable domains  the change in orientation was a response to insertions in the variable loop 5  v5  of the hiv envelope  in this study  we generated ch103 lineage antibody variants in which residues in the variable domain interface were mutated  and measured the binding to both autologous and heterologous hiv 1 envelopes  our data show that very few mutations in an early intermediate antibody of the lineage can improve binding toward both autologous and heterologous hiv 1 envelopes  we also crystallized an antibody mutant to show that framework mutations alone can result in a shift in relative orientations of the variable domains  taken together  our results demonstrate the functional importance of residues located outside the antigen binding site in affinity maturation,False
542,ML_other_1\PMC7380070,galectin 9  gal 9  and osteopontin  opn  play immunomodulatory roles in tuberculosis and hiv infections  evaluation of their levels as well as their interplay with different pro inflammatory cytokines is critical to understand their role in immunopathogenesis of hiv tuberculosis co infection considering the complexity of the disease  plasma levels of these proteins were measured by elisas in hiv negative individuals with pulmonary,False
543,ML_other_1\PMC7380575,tuberculosis  tb  represents the largest cause of death in human immunodeficiency virus  hiv  infected individuals in part due to hiv related cd4,False
544,ML_other_1\PMC7381182,maternal factors and exposure to pathogens have an impact on infant health  for instance  hiv exposed but uninfected infants have higher morbidity and mortality than hiv unexposed infants  innate responses are the first line of defense and orchestrate the subsequent adaptive immune response and are especially relevant in newborns  to determine the association of maternal hiv infection with maternal and newborn innate immunity we analyzed the cytokine responses upon pattern recognition receptor  prr  stimulations in the triad of maternal peripheral and placental blood as well as in cord blood in a cohort of mother infant pairs from southern mozambique  a total of 48 women  35 hiv uninfected and 13 hiv infected  were included  women and infant innate responses positively correlated with each other  age  gravidity and sex of the fetus had some associations with spontaneous production of cytokines in the maternal peripheral blood  hiv infected women not receiving antiretroviral therapy  art  before pregnancy showed decreased il 8 and il 6 prr responses in peripheral blood compared to those hiv uninfected  and prr hyporesponsiveness for il 8 was also found in the corresponding infant s cord blood  hiv infection had a greater impact on placental blood responses  with significantly increased pro inflammatory  t,False
545,ML_other_1\PMC7383664,hiv associated vacuolar myelopathy  or aids associated myelopathy  is a rare initial presentation of hiv  one of the common hiv associated neurocognitive disorders  hiv associated vacuolar myelopathy presents with advanced immunosuppression in patients and is frequently associated with dementia  however  most cases are subclinical with characteristic findings identified through physical examination and or imaging modalities  hiv associated vacuolar myelopathy is characterized by progressive spastic paraparesis  gait disturbance and lower extremity sensory abnormalities including vibratory sensation  magnetic resonance imaging findings in the spinal cord are abnormal in some patients with hiv associated myelopathy  characteristically showing spinal cord atrophy at the level of the thoracic spine  but they may also be normal  unfamiliarity with this as initial presentation of hiv infection may lead to failure to diagnose and intervene appropriately  we present a case of newly diagnosed hiv with myelopathy and dementia with minimal spinal cord involvement on magnetic resonance imaging,False
546,ML_other_1\PMC7384497,plasmablastic lymphoma  pbl  is a rare and aggressive variant of diffuse large b cell lymphoma predominantly in oral cavities of human immunodeficiency virus  hiv  positive male patients or immunosuppressive hosts  limited number of reports on hiv negative pbl in immunocompetent patients are available in the literature  we reported an unusual case of sinonasal pbl which occurred in an hiv negative and immunocompetent female patient  she underwent endoscopic removal of the tumor and completed 6 cycles of chemotherapy  hyperfractionated cvad   any finding in favour of tumour recurrence was not observed in positron emission tomography scan  pet scan  performed 18 months after the treatment,False
547,ML_other_1\PMC7384859,t cell cross reactivity ensures that diverse pathogen derived epitopes encountered during a lifetime are recognized by the available tcr repertoire  a feature of cross reactivity where previous exposure to one microbe can alter immunity to subsequent  non related pathogens has been mainly explored for viruses  yet cross reactivity to additional microbes is important to consider  especially in hiv infection where gut intestinal barrier dysfunction could facilitate t cell exposure to commensal pathogenic microbes  here we evaluated the cross reactivity of a  public   hiv specific  cd8 t cell derived tcr  aga1 tcr  using mhc class i yeast display technology  via screening of mhc restricted libraries comprising  2 10,False
548,ML_other_1\PMC7385130,human immunodeficiency type 1  hiv  infected macrophages  hiv m   are a reservoir for latent hiv infection and a barrier to hiv eradication  in contrast to cd4  t cells  hiv m  are resistant to the cytopathic effects of acute hiv infection and have increased expression of cell survival factors  including x linked inhibitor of apoptosis  xiap   baculoviral iap repeat containing  birc  2 ciap1  beclin 1  bcl2  bcl xl  triggering receptor expressed on myeloid cells 1  mitofusin  mfn  1  and mfn2  diablo smac mimetics are therapeutic agents that affect cancer cell survival and induce cell death  we found that diablo smac mimetics  lcl 161  at 406  also known as sm 406 or debio 1143   and birinapant  selectively kill hiv m  without increasing bystander cell death  diablo smac mimetic treatment of hiv m  induced xiap and birc2 degradation  leading to the induction of autophagy and the formation of a death inducing signaling complex on phagophore membranes that includes both pro apoptotic or necroptotic  fadd  receptor interacting protein kinase  ripk  1  ripk3  caspase 8  and mlkl  and autophagy  atg5  atg7  and sqstm1  proteins  genetic or pharmacologic inhibition of early stages of autophagy  but not late stages of autophagy  ablated this interaction and inhibited apoptosis  furthermore  diablo smac mimetic mediated apoptosis of hiv m  is dependent upon tumor necrosis factor signaling  our findings thus demonstrate that diablo smac mimetics selectively induce autophagy dependent apoptosis in hiv m,False
549,ML_other_1\PMC7385479,despite advances in hematopoietic stem progenitor cell  hspc  transplant for hiv 1 infected patients  the impact of a preexisting hiv 1 infection on the engraftment and clonal repopulation of hspcs remains poorly understood  we have developed a long terminal repeat indexing mediated integration site sequencing  ltri seq  method that provides a multiplexed clonal quantitation of both anti hiv 1 rnai  rna interference  gene modified and control vector modified cell populations  together with hiv 1 infected cells all within the same animal  in our hiv 1 preinfected humanized mice  both therapeutic and control hspcs repopulated efficiently without abnormalities  although the hiv 1 mediated selection of anti hiv 1 rnai modified clones was evident in hiv 1 infected mice  the organ to organ and intra organ clonal distributions in infected mice were indistinguishable from those in uninfected mice  hiv 1 infected cells showed clonal patterns distinct from those of hspcs  our data demonstrate that  despite the substantial impact of hiv 1 infection on cd4,False
550,ML_other_1\PMC7386654,black women who use alcohol  marijuana  and other drugs are disproportionately affected by health disparities  black women s hiv diagnosis rates are 15 times higher than white women  and is among the leading causes of death among black women in the us  previous studies support the association between substance use and hiv risk  yet it is essential to better understand the specific factors experienced within the context of substance misuse and recovery among vulnerable black women at risk for substance misuse  hiv  and adverse life experiences  we conducted qualitative interviews with 31 black women  age,False
551,ML_other_1\PMC7387458,hiv 1 determinants of coreceptor usage within the gp120 v3 loop have been broadly studied over the past years  this information has led to the development of state of the art bioinformatic tools that are useful to predict co receptor usage based on the v3 loop sequence mainly of subtypes b  c and a  however  these methods show a poor performance for subtype f v3 loops  which are found in an increasing number of hiv 1 strains worldwide  in the present work we investigated determinants of viral tropisms in the understudied subtype f by looking at genotypic and structural information of coreceptor v3 loop interactions in a novel group of 40 subtype f v3 loops obtained from hiv 1 strains phenotypically characterized either as syncytium inducing or non syncytium inducing by the mt 2 assay  we provide novel information about estimated interactions energies between a set of v3 loops with known tropism in subtype f  that allowed us to improve predictions of the coreceptor usage for this subtype  understanding genetic and structural features underlying hiv coreceptor usage across different subtypes is relevant for the rational design of preventive and therapeutic strategies aimed at limiting the hiv 1 epidemic worldwide,False
552,ML_other_1\PMC7387797,hiv reservoirs persist despite successful antiretroviral therapy  art  and are a major obstacle to the eradication and cure of hiv  the mature monocyte subset  cd14,False
553,ML_other_1\PMC7391049,this systematic review summarizes the evidence on the earliest patients with covid 19 hiv co infection  we searched pubmed  scopus  web of science  embase  preprint databases  and google scholar from december 01  2019  to june 1  2020  from an initial 547 publications and 75 reports  25 studies provided specific information on covid 19 patients living with hiv  studies described 252 patients  80 9  were male  the mean age was 52 7 years  and 98  were on antiretroviral treatment  art   co morbidities in addition to hiv and covid 19  multimorbidity  included hypertension  39 3    obesity or hyperlipidemia  19 3    chronic obstructive pulmonary disease  18 0    and diabetes  17 2    two thirds  66 5   had mild to moderate symptoms  the most common being fever  74 0   and cough  58 3    among patients who died  the majority  90 5   were over 50 years old  male  85 7    and had multimorbidity  64 3    our findings highlight the importance of identifying co infections  addressing co morbidities  and ensuring a secure supply of art for plhiv during the covid 19 pandemic,False
554,ML_other_1\PMC7394316,this study describes the incidence and severity of covid 19 among 77 590 hiv positive patients receiving antiretroviral therapy  art   these findings warrant further investigation of hiv art in hiv preexposure prophylaxis studies and randomized trials among persons without hiv,False
555,ML_other_1\PMC7394545,fusion of hiv 1 with the membrane of its target cell  an obligate first step in virus infectivity  is mediated by binding of the viral envelope  env  spike protein to its receptors  cd4 and ccr5 cxcr4  on the cell surface  the process of viral fusion appears to be fast compared with viral egress and has not been visualized by em  to capture fusion events  the process must be curtailed by trapping env receptor binding at an intermediate stage  we have used fusion inhibitors to trap hiv 1 virions attached to target cells by envs in an extended pre hairpin intermediate state  electron tomography revealed hiv 1 virions bound to tzm bl cells by 2 4 narrow spokes  with slightly more spokes present when evaluated with mutant virions that lacked the env cytoplasmic tail  these results represent the first direct visualization of the hypothesized pre hairpin intermediate of hiv 1 env and improve our understanding of env mediated hiv 1 fusion and infection of host cells,False
556,ML_other_1\PMC7394993,diagnostic testing for,False
557,ML_other_1\PMC7395047,intimate partner violence  ipv  undermines women s uptake of hiv services and violates their human rights  in a two arm randomized controlled trial we evaluated a short intervention that went a step beyond ipv screening to discuss violence and power with women receiving hiv testing services during antenatal care  anc   the intervention included training and support for hiv counselors  a take home card for clients  and an on site ipv counselor  one third  35   of women  n   688  reported experiencing ipv in the past year  6  were living with hiv  among women experiencing ipv  program participants were more likely to disclose violence to their counselor than women receiving standard care  32  vs  7   p   0 001   at second anc visit  intervention group women were significantly more likely to report that talking with their counselor made a positive difference  aor 2 9  95  ci 1 8  4 4  p   0 001  and felt more confident in how they deserved to be treated  aor 2 7  95  ci 1 7  4 4  p   0 001   exploratory analyses of intent to use arvs to prevent mother to child transmission and actions to address violence were also encouraging,False
558,ML_other_1\PMC7395439,selective packaging of the hiv 1 genome during virus assembly is mediated by interactions between the dimeric 5  leader of the unspliced viral rna and the nucleocapsid  nc  domains of a small number of assembling viral gag polyproteins  here  we show that the dimeric 5  leader contains more than two dozen nc binding sites with affinities ranging from 40 nm to 1 4  m  and that all high affinity sites,False
559,ML_other_1\PMC7395461,in combating viral infections  the fab portion of an antibody could mediate virus neutralization  whereas fc engagement of fc   receptors  fc rs  could mediate an array of effector functions  evidence abounds that effector functions are important in controlling infections by influenza  ebola  or hiv 1 in animal models  however  the relative contribution of virus neutralization versus effector functions to the overall antiviral activity of an antibody remains unknown  to address this fundamental question in immunology  we utilized our knowledge of hiv 1 dynamics to compare the kinetics of the viral load decline   vl  in infected animals given a wild type  wt  anti hiv 1 immunoglobulin g1  igg1  versus those given a fc null variant of the same antibody  in three independent experiments in hiv 1 infected humanized mice and one pivotal experiment in simian human immunodeficiency virus  shiv  infected rhesus macaques  an earlier and sharper decline in viral load was consistently detected for the wt antibody  quantifications of the observed differences indicate that fc mediated effector functions accounted for 25 45  of the total antiviral activity in these separate experiments  in this study  fc mediated effector functions have been quantified in vivo relative to the contribution of virus neutralization mediated by the fab,False
560,ML_other_1\PMC7395680,pre exposure prophylaxis  prep  against hiv infection with tenofovir emtricitabine is proven to be effective yet uptake of this preventive measure has been difficult due to several barriers such as cost  access  and misinformation  certain subpopulations are disproportionately affected by this problem  several methods have been developed to close the gap in care  new antiretroviral treatment strategies are being investigated for safety and efficacy in preventing hiv infection,False
561,ML_other_1\PMC7396677,chronic hiv infection accelerates immune aging and is associated with abnormal hemato lymphopoiesis  but the relationship between hiv induced aging and hematopoietic progenitor cells  hpc  function is not well defined  in the context of aging  it has been demonstrated using a murine model that per2  period circadian clock 2  is a negative regulator of hpc survival and lineage potential  a possible involvement of per2 modulation on hematopoietic failure during hiv infection has not yet been investigated  the aim of this study was to analyze whether per2 is differently expressed and regulated on hpc during hiv infection  possibly providing a therapeutic target to restore lymphoid potential in the hpc compartment  to this purpose  per2 expression in circulating hpc was compared in 69 chronic hiv infected patients under successful art and in matched 30 uninfected healthy donors  hd   hpc aging was assessed by measuring relative telomere length  rtl   and hpc functionality was evaluated by colony forming cell  cfc  assay from both,False
562,ML_other_1\PMC7396680,peripheral tolerance is essential for silencing weakly autoreactive b cells that have escaped central tolerance  but it is unclear why these potentially pathogenic b cells are retained rather than being eliminated entirely  release from peripheral tolerance restraint can occur under certain circumstances  i e   strong tlr stimulus   that are present during infection  in this regard  we hypothesized that autoreactive b cells could function as a reserve population that can be activated to contribute to the humoral immune response  particularly with pathogens  such as hiv 1  that exploit immune tolerance to avoid host defense  in this study  we identify a population of autoreactive b cells with the potential to neutralize hiv 1 and experimentally release them from the functional restrictions of peripheral tolerance  we have previously identified murine monoclonal antibodies that displayed autoreactivity against histone h2a and neutralized hiv 1,False
563,ML_other_1\PMC7396728,this paper assesses the possibility of using debt relief funds to sustain hiv treatment in sub saharan africa  suppress transmission  and reach global goals to quell the epidemic by 2030  the cost of providing antiretroviral treatment is a huge burden on african countries  concerns for africa s capacity to keep pace with global advances are well founded  by analysing levels of  debt distress   health expenditure per capita  and hiv antiretroviral therapy requirements in sub saharan african countries  the need for innovative finance with international cooperation emerges clearly  in addition to the hiv epidemic  african countries may become more vulnerable to disasters and other public health diseases such as malaria  tuberculosis  ebola and covid 19  especially without alternatives to current means of financing  relief from debt service payments could release funds for sub saharan african countries to support universal hiv antiretroviral treatment with sustainable results,False
564,ML_other_1\PMC7397451,we assessed patient provider communication in hiv care  data were from the 2019 positive perspectives survey of people living with hiv  plhiv  from 25 countries  n   2389   a significantly greater proportion of recently diagnosed individuals were interested in being involved when it comes to decisions about their hiv treatment compared with any other group  72 8   399 548   63 1   576 913   and 62 6   581 928   diagnosis year  2017 2019  2010 2016  and pre 2010 respectively  but reported less understanding of their treatment compared with those reporting the longest duration  66 8   366 548   68 6   626 913   and 77 3   717 928   respectively   one third of plhiv with salient treatment related concerns were uncomfortable discussing with providers  of participants who felt that their hiv medication limited their life but did not discuss their concerns with their provider  n   203   top reasons for not discussing were  perception nothing could be done  49 3   100 203    provider never brought up the issue  37 9   77 203    and not wanting to appear difficult  30 5   62 203    to continue to identify and address unmet treatment needs among plhiv  providers need to ensure that there is ongoing open dialogue,False
565,ML_other_1\PMC7398916,efficacious hiv 1 vaccination requires elicitation of long lived antibody responses  however  our understanding of how different vaccine types elicit durable antibody responses is lacking  to assess the impact of vaccine type on antibody responses  we measured igg isotypes against four consensus hiv antigens from 2 weeks to 10 years post hiv 1 vaccination and used mixed effects models to estimate half life of responses in four human clinical trials  compared to protein boosted regimens  half lives of gp120 specific antibodies were longer but peak magnitudes were lower in modified vaccinia ankara  mva  boosted regimens  furthermore  gp120 specific b cell transcriptomics from mva boosted and protein boosted vaccines revealed a distinct signature at a peak  2 weeks after last vaccination  including cd19  cd40  and fcrl2 5 activation along with increased b cell receptor signaling  additional analysis revealed contributions of rig i like receptor pathway and genes such as smad5 and il 32 to antibody durability  thus  this study provides novel insights into vaccine induced antibody durability and b cell receptor signaling,False
566,ML_other_1\PMC7399251,this rare clinical case is both a diagnostic and therapeutic challenge,False
567,ML_other_1\PMC7400571,the ongoing spread of human immunodeficiency virus  hiv  has driven novel interventions  such as antiretrovirals  for pre exposure prophylaxis  interventions have overlooked a high risk sub saharan african population  adolescent girls and young women  agyw   particularly those under 18  we apply the balkus risk tool among rural south african agyw  n   971  in a hyper endemic setting  identify limitations  and assess deficiencies with modern statistical techniques  we apply the  ayton  tool  the first risk tool applicable to sub saharan african agyw  and compare performance of balkus and ayton tools under varying conditions  the ayton tool more effectively predicted hiv acquisition  in low and high risk agyw  the ayton tool out performed the balkus tool  which did not distinguish between risk classes  the ayton tool better captured hiv acquisition risk and risk heterogeneities due to its agyw focused design  findings support use of the ayton tool for agyw and underscore the need for diverse prognostic tools considering epidemic severity  age  sex and transmission,False
568,ML_other_1\PMC7400648,the hiv 1 epidemic remains an urgent global health concern  young women are disproportionately at risk of acquiring the virus  a range of highly effective  female controlled  discrete vaginal products therefore is needed to help curb the epidemic  oral tenofovir disoproxil fumarate  tdf  and emtricitabine  ftc  are effective in hiv 1 pre exposure prophylaxis  prep  and form a promising basis for a vaginal product  here  we evaluate tdf and ftc in combination with the broadly neutralizing antibody vrc01,False
569,ML_other_1\PMC7400672,psgl 1 has recently been identified as an hiv restriction factor that inhibits hiv dna synthesis and more potently  virion infectivity  but the underlying mechanisms of these inhibitions are unknown  here we show that psgl 1 directly binds to cellular actin filaments  f actin  to restrict actin dynamics  which leads to inhibition of hiv dna synthesis  psgl 1 is incorporated into nascent virions and restricts actin dynamics in the virions  which partially accounts for the inhibition of virion infectivity  more potently  psgl 1 inhibits incorporation of env proteins into nascent virions  causing a loss of envelope spikes on the virions as shown by cryo electron microscopy and super resolution imaging  this loss is associated with a profound defect in viral entry  mechanistically  psgl 1 binds gp41 and sequesters gp41 at the plasma membrane  explaining the inhibition of env incorporation in nascent virions  psgl 1 s dual anti hiv mechanisms represent novel strategies of human cells to defend against hiv infection,False
570,ML_other_1\PMC7400861,aims  the gut microbiota exerts a critical influence in the immune system  the gut microbiota of human virus immunodeficiency  hiv  infected children remains barely explored  we aimed to characterize the fecal microbiota in vertically hiv infected children and to explore the effects of its modulation with a symbiotic nutritional intervention  methods  a pilot  double blind  randomized placebo controlled study including hiv infected children who were randomized to receive a nutritional supplementation including prebiotics and probiotics or placebo for four weeks  hiv uninfected siblings were recruited as controls  the v3 v4 region of the 16s rrna gene was sequenced in fecal samples  results  22 hiv infected children on antiretroviral therapy  art  and with viral load  vl   50 ml completed the follow up period  mean age was 11 4   3 4 years  eight  32   were male  their microbiota showed reduced alpha diversity compared to controls and distinct beta diversity at the genus level  adonis,False
571,ML_other_1\PMC7402467,viral diversity is an important feature of hepatitis c virus  hcv  infection and an important predictor of disease progression and treatment response  hiv hcv co infection is associated with enhanced hcv replication  increased fibrosis  and the development of liver disease  hiv also increases quasispecies diversity of hcv structural genes  although limited data are available regarding the impact of hiv on non structural genes of hcv  particularly in the absence of direct acting therapies  the genetic diversity and presence of drug resistance mutations within the rna dependent rna polymerase  ns5b  gene were examined in 3 groups of women with hcv genotype 1a infection  including those with hcv mono infection  antiretroviral  art  na ve women with hiv hcv co infection and cd4 cell count  350 cells mm,False
572,ML_other_1\PMC7403476,in hiv infected individuals  a paradoxical clinical deterioration may occur in preexisting leprosy when highly active antiretroviral therapy  haart  associated reversal reaction  rr  develops  leprosy hiv co infected patients during haart may present a more severe form of the disease  rr hiv   but the immune mechanisms related to the pathogenesis of leprosy hiv co infection remain unknown  although the adaptive immune responses have been extensively studied in leprosy hiv co infected individuals  recent studies have described that innate immune cells may drive the overall immune responses to mycobacterial antigens  monocytes are critical to the innate immune system and play an important role in several inflammatory conditions associated with chronic infections  in leprosy  different tissue macrophage phenotypes have been associated with the different clinical forms of the disease  but it is not clear how hiv infection modulates the phenotype of innate immune cells  monocytes or macrophages  during leprosy  in the present study  we investigated the phenotype of monocytes and macrophages in leprosy hiv co infected individuals  with or without rr  we did not observe differences between the monocyte profiles in the studied groups  however  analysis of gene expression within the skin lesion cells revealed that the rr hiv group presents a higher expression of macrophage scavenger receptor 1  mrs1   cd209 molecule  cd209   vascular endothelial growth factor  vegf   arginase 2  arg2   and peroxisome proliferator activated receptor gamma  pparg  when compared with the rr group  our data suggest that different phenotypes of tissue macrophages found in the skin from rr and rr hiv patients could differentially contribute to the progression of leprosy,False
573,ML_other_1\PMC7403807,multiple myeloma is a biologically diverse  malignant disease that involve plasma cells  multiple myeloma is characterized by the unrestrained proliferation of monoclonal plasma cells within the bone marrow  in the present case report  the case of a human immunodeficiency virus  hiv  positive patient with an initial manifestation of extramedullary myeloma involving the parotid gland is described  the patient had been on antiretrovirals for the last two years  a medline  embase  scopus and google scholar search was performed using the key words   parotid extramedullary myeloma and hiv  as part of the literature review  a 46 year old female presented to our hospital with a 6 month history of a painful mass on the left side of the face  involving the parotid area  with rapid growth in the preceding month  there was associated fever  body pains and difficulty opening the mouth  this resulted in difficulty in mastication and she also reported pain on swallowing  she did not notice any weakness of her face on the left side  she had no complaints regarding her eyes  such as visual disturbances  eye pain  or an inability to close the eye on the affected side  the patient was diagnosed with hiv infection 2 years prior  and had been on highly active antiretroviral therapy  haart  since the diagnosis  there is no consensus regarding a treatment protocol for hiv positive patients on haart and multiple myeloma  however  based on the clinical case report and a review of the relevant literature  the treatment should include high doses of a combination of chemotherapeutic agents  although multiple myeloma is considered incurable  all patients should be started on treatment with the goal of preventing further complications,False
574,ML_other_1\PMC7403892,bioinformatics  genetics  microbiology  virology  epidemiology  infectious disease  genetic sequences  circulating  hiv 1  subtypes  phylogeny  south eastern nigeria,False
575,ML_other_1\PMC7404432,since its first appearance in wuhan  china  severe acute respiratory syndrome coronavirus 2  sars cov 2  has rapidly spread throughout the world and has become a global pandemic  several medical comorbidities have been identified as risk factors for coronavirus disease 2019  covid 19   however  it remains unclear whether people living with human immunodefeciency virus  plwh  are at an increased risk of covid 19 and severe disease manifestation  with controversial suggestion that hiv infected individuals could be protected from severe covid 19 by means of antiretroviral therapy or hiv related immunosuppression  several cases of coinfection with hiv and sars cov 2 have been reported from different parts of the globe  this review seeks to provide a holistic overview of sars cov 2 infection in plwh,False
576,ML_other_1\PMC7404860,this article is protected by copyright  all rights reserved,False
577,ML_other_1\PMC7406219,retention is a central component of the cascade  facilitating monitoring of comorbidity  country specific definitions differ and may suit stable and functioning clients  while not appropriately classifying complex clinical presentations characterized by comorbidity  a retrospective file review of 363 people living with hiv attending a sydney hiv clinic was conducted  retention was compared with australian  attendance once 12 months  and world health organization  attendance  appropriate to need   recommendations to identify those attending according to the australian definition  but not clinician recommendations  aunotwho   multivariable logistic regression analyses determined the impact of age sex and clinician assessed comorbidity on retention  most  97   participants were considered retained according to the australian definition  but only 56 7  according to clinician recommendations  those with psychosocial comorbidity alone were less likely to be in the aunotwho group,False
578,ML_other_1\PMC7406516,following immunization  high affinity antibody responses develop within germinal centers  gcs   specialized sites within follicles of the lymph node  ln  where b cells proliferate and undergo somatic hypermutation  antigen availability within gcs is important  as b cells must acquire and present antigen to follicular helper t cells to drive this process  however  recombinant protein immunogens such as soluble human immunodeficiency virus  hiv  envelope  env  trimers do not efficiently accumulate in follicles following traditional immunization  here  we demonstrate two strategies to concentrate hiv env immunogens in follicles  via the formation of immune complexes  ics  or by employing self assembling protein nanoparticles for multivalent display of env antigens  using rhesus macaques  we show that within a few days following immunization  free trimers were present in a diffuse pattern in draining lns  while trimer ics and env nanoparticles accumulated in b cell follicles  whole ln imaging strikingly revealed that ics and trimer nanoparticles concentrated in as many as 500 follicles in a single ln within two days after immunization  imaging of lns collected seven days postimmunization showed that env nanoparticles persisted on follicular dendritic cells in the light zone of nascent gcs  these findings suggest that the form of antigen administered in vaccination can dramatically impact localization in lymphoid tissues and provides a new rationale for the enhanced immune responses observed following immunization with ics or nanoparticles,False
