,ArticleId,Text
196,PMC7121549,according to the world health organization  acute lower respiratory tract infection  alri  is the fourth leading cause of death worldwide  responsible for approximately 3 1 million  5 5   of the 56 million estimated deaths per year  human respiratory syncytial virus  rsv  is recognized as the most important cause of alri in infants worldwide  it is estimated that every year 33 8 million new cases of rsv related alris occur and cause approximately 200 000 deaths in children younger than 5 years  of note  99  of these deaths occur in developing countries  usually primary infections occur during the first 2 years of life and are symptomatic  causing from mild upper respiratory tract illness to severe alri  and in some cases pneumonia and bronchiolitis may occur simultaneously  recurrent infections throughout life are common but normally cause milder upper respiratory tract illness  several studies also associated severe rsv infections during infancy with permanent lung function reduction in adulthood  with higher risk of asthma  the seasonality of the virus varies but it is often detected throughout the year  in south america the highest incidence occurs in the months of january to june  despite the clinical importance and the disease burden associated with rsv  there is neither specific treatment nor vaccines widely accepted and available nowadays
197,PMC7217455,severe acute respiratory illness  sari  is a major cause of death and morbidity in low  and middle income countries  however  the etiologic agents are often undetermined due to the lack of molecular diagnostics in hospitals and clinics  to examine evidence for select viral infections among patients with sari in northern vietnam  we studied 348 nasopharyngeal samples from military and civilian patients admitted to 4 hospitals in the greater hanoi area from 2017 2019  initial screening for human respiratory viral pathogens was performed in hanoi  vietnam at the national institute of hygiene and epidemiology  nihe  or the military institute of preventative medicine  mipm   and an aliquot was shipped to duke nus medical school in singapore for validation  patient demographics were recorded and used to epidemiologically describe the infections  among military and civilian cases of sari  184  52 9   tested positive for one or more respiratory viruses  influenza a virus was the most prevalent virus detected  64 7    followed by influenza b virus  29 3    enterovirus  3 8    adenovirus  1 1    and coronavirus  1 1    risk factor analyses demonstrated an increased risk of influenza a virus detection among military hospital patients  adjusted or  2 0  95  ci  1 2 3 2   and an increased risk of influenza b virus detection among patients enrolled in year 2017  adjusted or  7 9  95  ci  2 7 22 9   as influenza a and b viruses were commonly associated with sari and are treatable  sari patients entering these hospitals would benefit if the hospitals were able to adapt onsite molecular diagnostics
198,PMC7211730,occupational  residential  dietary and environmental exposures to mixtures of synthetic anthropogenic chemicals after world war ii have a strong relationship with the increase of chronic diseases  health cost and environmental pollution  the link between environment and immunity is particularly intriguing as it is known that chemicals and drugs can cause immunotoxicity  e g   allergies and autoimmune diseases   in this review  we emphasize the relationship between long term exposure to xenobiotic mixtures and immune deficiency inherent to chronic diseases and epidemics pandemics  we also address the immunotoxicologic risk of vulnerable groups  taking into account biochemical and biophysical properties of sars cov 2 and its immunopathological implications  we particularly underline the common mechanisms by which xenobiotics and sars cov 2 act at the cellular and molecular level  we discuss how long term exposure to thousand chemicals in mixtures  mostly fossil fuel derivatives  exposure toparticle matters  metals  ultraviolet  uv  b radiation  ionizing radiation and lifestyle contribute to immunodeficiency observed in the contemporary pandemic  such as covid 19  and thus threaten global public health  human prosperity and achievements  and global economy  finally  we propose metrics which are needed to address the diverse health effects of anthropogenic covid 19 crisis at present and those required to prevent similar future pandemics
199,PMC7121016,influenza  abbreviated as flu  is an acute respiratory infectious disease caused by influenza virus  which is mainly spread along with droplets with strong infectivity  the influenza virus may cause epidemics or pandemics of influenza and its incidence ranks the first among legally listed infectious diseases  the prevalence of influenza peaks in autumns and winters  with short illness course and self limitation  however  influenza can be complicated by pneumonia or other serious complications that may cause death in populations of infants  young children  the elderly  those with underlying heart and lung disease and those with compromised immunity
200,PMC7229957,during the covid 19 pandemic  the national cancer institute  nci  is bringing to bear its considerable expertise and capabilities to understand  treat  and prevent the disease  while responding to the pandemic  nci s priority remains the advancement of cancer research  nci has implemented many flexibilities for grantees and trainees
201,PMC7183256,in this rapid commentary  a mini review is given of the present state of knowledge regarding the etiology and epidemiology of the new coronavirus 2019 ncov and the risks for developing acute respiratory distress syndrome  ards   the available knowledge on the viral genomics  molecular biology and pathogenicity of viruses of the coronaviridae family and other nidovirales  forms a helpful template for understanding the present pandemic outbreak  however  important questions remain unanswered about the underlying mechanism causing the very high case fatality ratios  cfr  and mechanisms regarding severe reactions like ards  fatal cardiac and renal failures  associated with a number of important comorbidity factors  immunological reactions to lung alveoles in particular  involving lung macrophages and alveolar epithelial cell damage  in late phase ards in sars like cov diseases  so far may not have received enough attention  finally a shortlist of questions for high priority further research is suggested
202,PMC7032730,influenza a viruses cause seasonal epidemics and occasional pandemics in the human population  while the worldwide circulation of seasonal influenza is at least partly understood  the exact migration patterns between countries  states or cities are not well studied  here  we use the sankoff algorithm for parsimonious phylogeographic reconstruction together with effective distances based on a worldwide air transportation network  by first simulating geographic spread and then phylogenetic trees and genetic sequences  we confirmed that reconstructions with effective distances inferred phylogeographic spread more accurately than reconstructions with geographic distances and bayesian reconstructions with beast that do not use any distance information  and led to comparable results to the bayesian reconstruction using distance information via a generalized linear model  our method extends bayesian methods that estimate rates from the data by using fine grained locations like airports and inferring intermediate locations not observed among sampled isolates  when applied to sequence data of the pandemic h1n1 influenza a virus in 2009  our approach correctly inferred the origin and proposed airports mainly involved in the spread of the virus  in case of a novel outbreak  this approach allows to rapidly analyze sequence data and infer origin and spread routes to improve disease surveillance and control  influenza a viruses infect up to 5 million people in recurring epidemics every year  further  viruses of zoonotic origin constantly pose a pandemic risk  understanding the geographical spread of these viruses  including the origin and the main spread routes between cities  states or countries  could help to monitor or contain novel outbreaks  based on genetic sequences and sampling locations  the geographic spread can be reconstructed along a phylogenetic tree  our approach uses a parsimonious reconstruction with air transportation data and was verified using a simulation of the 2009 h1n1 influenza a pandemic  applied to real sequence data of the outbreak  our analysis gave detailed insights into spread patterns of influenza a viruses  highlighting the origin as well as airports mainly involved in the spread
203,PMC7169901,this study has two goals  the  this result reveals that transmission dynamics of covid 19 is due to
204,PMC7252670,in new caledonia  nc
205,PMC7120892,in adult patients with respiratory failure refractory to conventional treatment  ecmo represents a potentially lifesaving option  and the cesar trial indeed indicated that significantly more patients with severe ards survived without severe disability if they were transferred to a single ecmo center compared with patients who were managed conventionally at remote hospitals  during the 2009 influenza a  h1n1  pandemic  the italian ministry of health instituted a national network of selected icu centers  the extracorporeal membrane oxygenation network  ecmonet   the italian network was set up to centralize all potentially severe patients in a limited number of tertiary hospitals to provide advanced treatment options including ecmo and identify predictors of mortality in order to define the best timing of ecmo institution  the institution of the italian ecmo network allowed a high survival rate of patients with severe ards due to h1n1 infection treated by ecmo  providing effective and safe centralization and creating an important organization platform to face future possible epidemics with high demand for critical care services and specialized respiratory support
206,PMC6993835,treatment is largely supportive  specific treatment is available for herpesvirus group and non viral infections  various forms of immunotherapy are used for aie  the most important infectious cause in the west is herpes simplex virus  but globally japanese encephalitis  je  remains the single largest cause  etiologic diagnosis is difficult because of the large number of agents that can cause encephalitis  also  the responsible virus may be detectable only in the brain and is either absent or transiently found in blood or cerebrospinal fluid  csf   virological diagnosis is complex  expensive  and time consuming  different centres could make their own algorithms for investigation in accordance with the local etiologic scenarios  magnetic resonance imaging  mri  and electroencephalography are specific for few agents  clinically  severity may vary widely  a severe case may manifest with fever  convulsions  coma  neurologic deficits  and death  autoimmune encephalitis  aie   includes two major categories   i  classic paraneoplastic limbic encephalitis  le  with autoantibodies against intracellular neuronal antigens  eg  hu and ma2  and  ii  new type aie with autoantibodies to neuronal surface or synaptic antigens  eg  anti n methyl d aspartate receptor   aie has prominent psychiatric manifestations  psychosis  aggression  mutism  memory loss  euphoria  or fear  seizures  cognitive decline  coma  and abnormal movements are common  symptoms may fluctuate rapidly  encephalitis is an important cause of morbidity  mortality  and permanent neurologic sequelae  globally  causes are diverse and include viral and non viral infections of the brain as well as autoimmune processes  in the west  the autoimmune encephalitides are now more common than any single infectious cause  but  in asia  infectious causes are still more common  in 2006  the world health organization coined the term  acute encephalitis syndrome   which simply means acute onset of fever with convulsions or altered consciousness or both  in 2013  the international encephalitis consortium set criteria for diagnosis of encephalitis on basis of clinical and laboratory features
207,PMC7277766,the global outbreak of the coronavirus disease 2019  covid 19  pandemic has uncovered the fragility of healthcare and public health preparedness and planning against epidemics pandemics  in addition to the medical practice for treatment and immunization  it is vital to have a thorough understanding of community spread phenomena as related research reports 17 9 30 8  confirmed cases to remain asymptomatic  therefore  an effective assessment strategy is vital to maximize tested population in a short amount of time  this article proposes an artificial intelligence  ai  driven mobilization strategy for mobile assessment agents for epidemics pandemics  to this end  a self organizing feature map  sofm  is trained by using data acquired from past mobile crowdsensing  mcs  campaigns to model mobility patterns of individuals in multiple districts of a city so to maximize the assessed population with minimum agents in the shortest possible time  through simulation results for a real street map on a mobile crowdsensing simulator and considering the worst case analysis  it is shown that on the 15th day following the first confirmed case in the city under the risk of community spread  ai enabled mobilization of assessment centers can reduce the unassessed population size down to one fourth of the unassessed population under the case when assessment agents are randomly deployed over the entire city
208,PMC7102576,only a month after the outbreak of pneumonia caused by 2019 ncov  more than forty thousand people were infected  this put enormous pressure on the chinese government  medical healthcare provider  and the general public  but also made the international community deeply nervous  on the 25th day after the outbreak  the chinese government implemented strict traffic restrictions on the area where the 2019 ncov had originated hubei province  whose capital city is wuhan  ten days later  the rate of increase of cases in hubei showed a significant difference
209,PMC7278221,the severe acute respiratory syndrome coronavirus 2  sars cov 2  is responsible for the covid 19 pandemic  since its first report in december 2019  despite great efforts made in almost every country worldwide  this disease continues to spread globally  especially in most parts of europe  iran  and the united states  here  we update the recent understanding in clinical characteristics  diagnosis strategies  as well as clinical management of covid 19 in china as compared to italy  with the purpose to integrate the china experience with the global efforts to outline references for prevention  basic research  treatment as well as final control of the disease  being the first two countries we feel appropriate to evaluate the evolution of the disease as well as the early result of the treatment  in order to offer a different baseline to other countries  it is also interesting to compare two countries  with a very significant difference in population  where the morbidity and mortality has been so different  and unrelated to the size of the country
210,PMC7284148,recently  a pathogen has been identified as a novel coronavirus  sars cov 2  and found to trigger novel pneumonia  covid 19  in human beings and some other mammals  the uncontrolled release of cytokines is seen from the primary stages of symptoms to last acute respiratory distress syndrome  ards   thus  it is necessary to find out safe and effective drugs against this deadly coronavirus as soon as possible  here  we downloaded the three dimensional model of nsp10 nsp16 methyltransferase  pdb id  6w6l  and main protease  pdb id  6lu7  of covid 19  using these molecular models  we performed virtual screening with our anti viral  inti infectious  and anti protease compounds  which are attractive therapeutics to prevent infection of the covid 19  we found that top screened compound binds with protein molecules with good dock score with the help of hydrophobic interactions and hydrogen bonding  we observed that protease complexed with cyclocytidine hydrochloride  anti viral and anti cancer   trifluridine  anti viral   adonitol  and meropenem  anti bacterial   and penciclovir  anti viral  bound with a good docking score ranging from  6 8 to  5 1  kcal mol   further  nsp10 nsp16 methyltransferase complexed with telbivudine  oxytetracycline dihydrate  anti viral   methylgallate  anti malarial   2 deoxyglucose and daphnetin  anti cancer  from the docking score of  7 0 to  5 7  kcal mol   in conclusion  the selected compounds may be used as a novel therapeutic agent to combat this deadly pandemic disease  sars cov 2 infection  but needs further experimental research
211,PMC7029021,human metapneumovirus  hmpv  is an important pathogen that causes upper and lower respiratory tract infections in children worldwide  hmpv has two major genotypes  hmpv a and hmpv b  epidemiological studies have shown that the two hmpv genotypes alternate in predominance worldwide in recent years  co circulation of the two genotypes of hmpv was usually observed and there is no study about the interaction between them  such as competitive replication  which maybe the possible mechanisms for alternating prevalence of subtypes  our present study have used two different genotypes of hmpv  genotype a  nl 1 00  b  nl 1 99  in different proportions in animal model  balb c mice  and cell model  vero e6  separately  the result showed that the competitive growth does exist in balb c mice  genotype b had a strong competitive advantage  however  genotype b did not cause more severe disease than non predominant  genotype a  or mixed strains in the study  which were evaluated by the body weight  airway hyperresponsiveness and lung pathology of mouse  in cell model  competitive growth and the two genotypes alternately prevalence were observed  in summary  we confirmed that there was a competitive replication between hmpv genotype a and b  and no difference in disease severity caused by the two subtypes  this study shows a new insight to understand the alternation of hmpv genotype prevalence through genotype competition and provide experimental evidence for disease control and vaccine design
212,PMC7204704,respiratory viruses are a major cause of mortality worldwide and in france  where they cause several thousands of deaths every year  university hospital institute m diterran e infection performs real time surveillance of all diagnoses of infections and associated deaths in public hospitals in marseille  southeastern france  this study compared mortality associated with diagnoses of respiratory viruses during the colder months of 2018 2019 and 2019 2020  week 47 week 14   in 2018 2019  73 patients  0 17  of 42 851 hospitalized patients  died after being diagnosed with a respiratory virus  40 and 13 deaths occurred in patients diagnosed with influenza a virus and respiratory syncytial virus  rsv   respectively  in 2019 2020  50 patients  0 10  of 49 043 patients hospitalized  died after being diagnosed with a common respiratory virus  seven and seven deaths occurred in patients diagnosed with influenza a virus and rsv  respectively  additionally  55 patients died after being diagnosed with sars cov 2  the proportion of respiratory virus associated deaths among hospitalized patients was thus significantly lower for common respiratory viruses in 2019 2020 than in 2018 2019  102 versus 170 per 100 000 hospitalized patients
213,PMC7267743,since the first cases of atypical pneumonia linked to the huanan seafood wholesale market in wuhan  china  were described in late december 2019  the global landscape has changed radically  in march 2020  the world health organization declared covid 19 a global pandemic  and at the time of writing this review  just over three million individuals have been infected with more than 200 000 deaths globally  numerous countries are in  lockdown   social distancing is the new norm  even the most advanced healthcare systems are under pressure  and a global economic recession seems inevitable  a novel coronavirus  sars cov 2  was identified as the aetiological agent  from experience with previous coronavirus epidemics  namely the severe acute respiratory syndrome  sars  and middle east respiratory syndrome  mers  in 2004 and 2012 respectively  it was postulated that the angiotensin converting enzyme 2  ace2  receptor is a possible port of cell entry  ace2 is part of the renin angiotensin system and is also associated with lung and cardiovascular disorders and inflammation  recent studies have confirmed that ace2 is the port of entry for sars cov 2  male sex  advanced age and a number of associated comorbidities have been identified as risk factors for infection with covid 19  many high risk covid 19 patients with comorbidities are on ace inhibitors and angiotensin receptor blockers  and this has sparked debate about whether to continue these treatment regimes  attention has also shifted to ace2 being a target for future therapies or vaccines against covid 19  in this review  we discuss covid 19 and its complex relationship with ace2
214,PMC7227566,the coronavirus disease of 2019 or covid 19 was first identified in hubei province in china in november of 2019 and quickly spread to become a global pandemic  the virus  sars coronavirus 2  is particularly virulent in the elderly who can develop symptoms and become mortally ill within days of contracting the virus  the virus is easily transmitted by droplets  e g   sneezing and coughing  and communal living settings such as personal care homes can be vulnerable to the spread of the virus  identifying patients early in the disease process is important to providing appropriate medical interventions  to date  most of the medical literature  including center for disease control guidelines  has relied on three necessary symptoms in making the diagnosis of covid 19  fever  cough  and shortness of breath  we present four cases of elderly patients who developed altered mental status as their presenting symptom without associated fever or respiratory symptoms
215,PMC7108526,a novel type of coronavirus  2019 ncov  infecting humans appeared in wuhan  china  at the end of december 2019  since the identification of the outbreak the infection quickly spread involving in one month more than 31 000 confirmed cases with 638 death  molecular analysis suggest that 2019 ncov could be originated from bats after passaging in intermediate hosts  highlighting the high zoonotic potential of coronaviruses  the global emergency due to the novel type of coronavirus  2019 ncov  appeared in china highlights the high zoonotic potential of coronaviruses and the need of international collaboration to block viral spread
216,PMC7139237,novel corona virus disease  covid 19  originating from china has rapidly crossed borders  infecting people throughout the whole world  this phenomenon has led to a massive public reaction  the media has been reporting continuously across borders to keep all informed about the pandemic situation  all these things are creating a lot of concern for people leading to heightened levels of anxiety  pandemics can lead to heightened levels of stress  anxiety is a common response to any stressful situation  this study attempted to assess the knowledge  attitude  anxiety experience  and perceived mental healthcare need among adult indian population during the covid 19 pandemic  an online survey was conducted using a semi structured questionnaire using a non probability snowball sampling technique  a total of 662 responses were received  the responders had a moderate level of knowledge about the covid 19 infection and adequate knowledge about its preventive aspects  the attitude towards covid 19 showed peoples  willingness to follow government guidelines on quarantine and social distancing  the anxiety levels identified in the study were high  more than 80   of the people were preoccupied with the thoughts of covid 19 and 72   reported the need to use gloves  and sanitizers  in this study  sleep difficulties  paranoia about acquiring covid 19 infection and distress related social media were reported in 12 5    37 8    and 36 4   participants respectively  the perceived mental healthcare need was seen in more than 80   of participants  there is a need to intensify the awareness and address the mental health issues of people during this covid 19 pandemic
217,PMC7149897,the emergence of emerging and reemerging infectious diseases throughout history has been the product of the interaction of infectious agents  immunity  selective pressure  and environmental factors  the origin of the viral ancestors remains controversial  the debate remains whether the viruses existed before their host cells  evolved as molecular structures that adapted to the intracellular development or of the cells that infected or housed them as hosts  the nature of the viruses could propose a hypothetical evolutionary model based on the way they parasitize cells and the way they fuse with their host cells  so far there are no  universal  viral genes that have not allowed the hypotheses of the  common viral ancestor  to be conclusive  insects have a special role in understanding viral evolution and how they became pathogens  suggesting a coevolutionary scenario of colonization that would initially allow the survival of viruses and later an ecological niche required for the cycle of virus replication  the coevolution of viruses and defense systems of hosts represents a fundamental role in the evolution of both viruses and host cells  a kind of arms race between viruses and hosts  and the deescalation of that war could explain the coexistence of viruses and hosts  viruses are playing an important role in the understanding of cell evolution and have earned the right to be included in the tree of life  the aim of this chapter is to review the viral evolution and the insects as host
218,PMC7291249,influenza viruses cause infectious respiratory disease characterized by fever  myalgia  and congestion  ranging in severity from mild to life threating  although enormous efforts have aimed to prevent and treat influenza infections  seasonal and pandemic influenza outbreaks remain a major public health concern  this is largely because influenza viruses rapidly undergo genetic mutations that restrict the long lasting efficacy of vaccine induced immune responses and therapeutic regimens  in this review  we discuss the virological features of influenza a viruses and provide an overview of current knowledge of the innate sensing of invading influenza viruses and the protective immune responses in the host
219,PMC7102705,since its discovery in 1947 in uganda and control and eradication efforts have aimed at its vectors
220,PMC7219742,the french overseas territory of the wallis and futuna islands  located in the south pacific  has been affected by several dengue epidemics  but did not face zika or chikungunya outbreaks  unlike other neighboring islands  the near exclusive presence of the
221,PMC6832525,yellow fever virus  yfv  represents a re emerging zoonotic pathogen  transmitted by mosquito vectors to humans from primate reservoirs  sporadic outbreaks of yfv occur in endemic tropical regions  causing a viral hemorrhagic fever  vhf  associated with high mortality rates  despite a highly effective vaccine  no antiviral treatments currently exist  therefore  yfv represents a neglected tropical disease and is chronically understudied  with many aspects of yfv biology incompletely defined including host range  host virus interactions and correlates of host immunity and pathogenicity  in this article  we review the current state of yfv research  focusing on the viral lifecycle  host responses to infection  species tropism and the success and associated limitations of the yfv 17d vaccine  in addition  we highlight the current lack of available treatments and use publicly available sequence and structural data to assess global patterns of yfv sequence diversity and identify potential drug targets  finally  we discuss how technological advances  including real time epidemiological monitoring of outbreaks using next generation sequencing and crispr cas9 modification of vector species  could be utilized in future battles against this re emerging pathogen which continues to cause devastating disease
222,PMC7265107,sars cov 2 was identified as the causative pathogen in an outbreak of viral pneumonia cases originating in wuhan  china  with an ensuing rapid global spread that led it to be declared a pandemic by the who on march 11  2020  given the threat to public health posed by sequelae of sars cov 2 infection  the literature surrounding patient presentation in severe and non severe cases  transmission rates and routes  management strategies  and initial clinical trial results have become available at an unprecedented pace  in this review we collate current clinical and immunologic reports  comparing these to reports of previous coronaviruses to identify mechanisms driving progression to severe disease in some patients  in brief  we propose a model wherein dysregulated type i interferon signalling leads to aberrant recruitment and accumulation of innate immune lineages in the lung  impairing establishment of productive adaptive responses  and permitting a pathologic pro inflammatory state  finally  we extend these findings to suggest possible treatment options that may merit investigation in randomized clinical trials
223,PMC6690514,since 2013  epidemics caused by novel h7n9 avian influenza a viruses  aivs  have become a considerable public health issue  this study investigated the evolution of these viruses at the population level  compared to h7 and n9 before 2013  there were 18 and 24 substitutions in the majority of novel h7n9 aivs  respectively  nine of these in ha and six in na were rare before 2013  and four of these in ha and two in na displayed host tropism  s136 128 n and a143 135 v are located on the receptor binding sites of the ha1 subunit and might be important factors in determining the host species of novel h7n9 aiv  on an overall scale  the evolution of h7 and n9  both in terms of time distribution and host species  is under negative selection  however  both in ha and na  several sites were under positive selection  in both the overall epidemics and the human derived h7n9 aivs  eight positive selection sites were identified in ha1  with some located within the known antigen epitopes or the receptor binding site rbs  domain  this may induce variations in h7n9 aiv with positive selection  it is necessary to strengthen the surveillance of novel h7n9 aivs  both in human and bird population to determine whether a new virus has emerged through selection pressure and to prevent future epidemics from occurring
224,PMC7228398,severe acute respiratory syndrome coronavirus 2  sars cov 2  cause china epidemics with high morbidity and mortality  the infection has been transmitted to other countries  about three neonates and more than 230 children cases are reported  the disease condition of the main children was mild  there is currently no evidence that sars cov 2 can be transmitted transplacentally from mother to the newborn  the treatment strategy for children with coronavirus disease  covid 19  is based on adult experience  thus far  no deaths have been reported in the pediatric age group  this review describes the current understanding of covid 19 infection in newborns and children
225,PMC7141635,cases of coronavirus disease 2019  covid 19  are escalating rapidly across the globe  with the mortality risk being especially high among those with existing illness and multimorbidity  this study aimed to synthesize evidence for the role and response of palliative care and hospice teams to viral epidemics pandemics and inform the covid 19 pandemic response  we conducted a rapid systematic review according to the preferred reporting items for systematic reviews and meta analyses guidelines in five databases  of 3094 articles identified  10 were included in this narrative synthesis  included studies were from west africa  taiwan  hong kong  singapore  the u s   and italy  all had an observational design  findings were synthesized using a previously proposed framework according to systems  policies  training and protocols  communication and coordination  and data   staff  deployment  skill mix  and resilience   space  community provision and use of technology   and stuff  medicines and equipment as well as personal protective equipment   we conclude that hospice and palliative services have an essential role in the response to covid 19 by responding rapidly and flexibly  ensuring protocols for symptom management are available  and training nonspecialists in their use  being involved in triage  considering shifting resources into the community  considering redeploying volunteers to provide psychosocial and bereavement care  facilitating camaraderie among staff and adopting measures to deal with stress  using technology to communicate with patients and carers  and adopting standardized data collection systems to inform operational changes and improve care
226,PMC7213748,the mandatory reporting of the zika virus  zikv  disease began region wide in february 2016  and it is believed that zikv cases could have been highly under reported before that  given the guillain barr  syndrome  gbs  is relatively well reported  the gbs surveillance data has the potential to act as a reasonably reliable proxy for inferring the true zikv epidemics  we developed a mathematical model incorporating weather effects to study the zikv gbs epidemics and estimated the key epidemiological parameters  it was found that the attack rate of zikv was likely to be lower than 33  over the two epidemic waves  the risk rate from symptomatic zikv case to develop gbs was estimated to be approximately 0 0061   the analysis suggests that it would be difficult for another zikv outbreak to appear in northeastern brazil in the near future
227,PMC6919222,unaids and other partners provide support to countries to develop estimates of hiv and related indicators on an annual basis  these estimates are used to monitor epidemic trends  guide program planning and resource allocation  and inform policy decision making  the collection of articles in this aids supplement provide the headline results for the 2019 unaids estimates and describe the new developments in the methods used to produce these estimates
228,PMC7077839,enterovirus a71  ev a71   a member of the enterovirus genus  is a virulent pathogen causing neurological complications  ev a71 mainly spreads through oral fecal or oral oral transmission  as well as respiratory droplets  ev a71 outbreaks have cyclically occurred throughout some asian countries since 1997  with millions of people affected  the presence of serum neutralizing antibodies to ev a71 can represent the prevalence of previous ev a71 infections and seroprevalence studies are widely used to understand prevalence of infectious diseases  the results of our study demonstrate that about 50  of young children under 3 years of age were infected during the 2011 epidemic in southern vietnam  the high seroprevalence of ev a71 neutralizing antibody in children living in southern vietnam indicates the necessity of introducing ev a71 vaccines  particularly for children under 6 months of age  moreover  it is critical to understand ev a71 disease burden for formulating national vaccination policy in the future  enterovirus a71  ev a71  cyclically causes hand foot mouth disease  hfmd  epidemics in asian children  an ev a71 epidemic occurred in southern vietnam in 2011  but its scale is not clear  we collected residual sera from non hfmd vietnamese inpatients in 2012 2013 to determine seroprevalence of ev a71 neutralizing antibodies  and measured cross reactive neutralizing antibody titers against three ev a71 genogroups  about 23 5  of 1 year old children in southern vietnam has been infected by ev a71  and the median age of infection was estimated to be 3 years  no significant antigenic variation could be detected among the three ev a71 genogroups  the high seroprevalence of ev a71 neutralizing antibody in children living in southern vietnam indicates the necessity of introducing ev a71 vaccines in southern vietnam  particularly for children under 6 months of age  moreover  it is critical to understand ev a71 disease burden for formulating national vaccination policy
229,PMC7120784,emerging viral infections  evi   and re emergent variants of existing ones  are a growing threat to public health worldwide with outbreaks occurring sporadically especially in africa associated with significant adverse ecological  socioeconomic and public health implications  these pathogens have devised evolved environmental adaptations  including the possession of genomic resistance mutations  haemorrhagic fever viruses like ebola  marburg and lassa fever viruses and respiratory pathogens like the avian and human influenza severe acute respiratory syndrome  sars  and middle east respiratory syndrome  mers  viruses  most from zoonotic reservoirs  may significantly increase morbidity and mortality in the human population in the nearest future  likewise  vector borne zoonotic viral diseases including rift valley fever  yellow fever  dengue  chikungunya and west nile  transmitted by arthropods from animal reservoirs  occur frequently in the tropics  exhibiting previously unseen patterns of infection and spread  these patterns are facilitated by many intrinsic factors like mutated sites in the viral genome  and external factors including urbanization  displacement  human migration and climate change  emerging viruses can easily cross boundaries and pose severe threats to the human populations in new geographical areas  here  we outline the features of common emergent viruses and factors facilitating their emergence  effects  control and sustained management in the environment
230,PMC7122241,new and old entero pathogenic viruses are increasing in the society and in the healthcare  like the
231,PMC7230338,in the current work  we discovered and analyzed the epidemiological paradox between coronavirus disease 2019  covid 19  and malaria in the initial phase of the ongoing pandemic  from the analysis of distribution data  the endemic presence of malaria seems to protect some populations from covid 19 outbreak  particularly in the least developed countries  in this sense  molecular and genetic variations associated with malaria  e g   in ace2  might play a protective role against coronavirus infection  moreover  the mechanism of action of some antimalarial drugs  e g   the antiviral function  suggests their potential role in the chemoprophylaxis of coronavirus epidemics  despite possible adverse effects  e g   retinal toxicity   all these data provide important insights to understand the spreading mechanisms of covid 19  and to direct scientific research toward the study of some currently available medications
232,PMC7034435,since its first report in 1942  peste des petits ruminants virus  pprv  has caused several epidemics in a wide range of susceptible hosts around the world  in the last 30 years  the evidence of natural and experimental infections and virus isolation were reported from novel but unusual hosts such as camel  cattle  buffalo  dogs  asiatic lion and pigs  in addition  pprv in a potential vector  biting midges
233,PMC7261962,there have been multiple inconsistencies in the manner the covid 19 pandemic has been investigated and managed by countries  population based management  pbm  has been inconsistent  yet serves as a necessary first step in managing public health crises  unfortunately  these have dominated the landscape within the united states and continue as of this writing  political and economic influences have greatly influenced major public health management and control decisions  responsibility for global public health crises and modeling for management are the responsibility of the world health organization  who  and the international health regulations treaty  ihr   this review calls upon both to reassess their roles and responsibilities that must be markedly improved and better replicated world wide in order to optimize the global public health protections and its pbm
234,PMC7188175,social media has played a crucial role in spreading awareness and knowledge about public health  however  it has also been misused for spreading fake news  hatred and creating racism during epidemics and civil unrest  we discuss how social media and societal response to covid 19 negatively affected its control measures in india and what should be possible corrective measures
235,PMC7121330,the organisms causing respiratory infections such as influenza are spread in droplets or aerosols or by direct or indirect contact with contaminated surfaces  certain medical procedures have been termed aerosol generating because they are associated with high or augmented inspiratory and expiratory flows  which can increase microbial dissemination  invasive ventilation maneuvers and noninvasive ventilation  niv  fall into that category  we discuss the risk of transmitting these procedures and the strategies for mechanical ventilation in future airborne epidemics with special consideration given to the issue of protecting health care workers  hcws
236,PMC7156159,the outbreak of the 2019 novel coronavirus disease  covid 19  has caused more than 100 000 people infected and thousands of deaths  currently  the number of infections and deaths is still increasing rapidly  covid 19 seriously threatens human health  production  life  social functioning and international relations  in the fight against covid 19  geographic information systems  gis  and big data technologies have played an important role in many aspects  including the rapid aggregation of multi source big data  rapid visualization of epidemic information  spatial tracking of confirmed cases  prediction of regional transmission  spatial segmentation of the epidemic risk and prevention level  balancing and management of the supply and demand of material resources  and social emotional guidance and panic elimination  which provided solid spatial information support for decision making  measures formulation  and effectiveness assessment of covid 19 prevention and control  gis has developed and matured relatively quickly and has a complete technological route for data preparation  platform construction  model construction  and map production  however  for the struggle against the widespread epidemic  the main challenge is finding strategies to adjust traditional technical methods and improve speed and accuracy of information provision for social management  at the data level  in the era of big data  data no longer come mainly from the government but are gathered from more diverse enterprises  as a result  the use of gis faces difficulties in data acquisition and the integration of heterogeneous data  which requires governments  businesses  and academic institutions to jointly promote the formulation of relevant policies  at the technical level  spatial analysis methods for big data are in the ascendancy  currently and for a long time in the future  the development of gis should be strengthened to form a data driven system for rapid knowledge acquisition  which signifies that gis should be used to reinforce the social operation parameterization of models and methods  especially when providing support for social management
237,PMC7167553,with the dramatic background of a newly emerged virus  sars cov 2  spreading around the world  coronavirus and other infectious health threats for the human and animal populations were illustrated and debated in excellent presentations at the iabs meeting 26 28 of february 2020  historical evidence of pandemics and lessons learned from recent epidemics or epizootics caused by many pathogens
